Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"K
Kabuku",Series A,$6.10M,11/25/2015,N/A,"Kabuku operates Rinkak – an online marketplace where users can buy and sell 3D-printed products. The Rinkak marketplace gives artists and designers access to high-end 3D printers and eliminates the need for them to maintain stock on-site. Aside from the typical plastic printing material used by many 3D printers, Rinkak can also process orders using ceramics, metals, and rubber. It also encourages collaboration between users to create truly unique products.",eCommerce,Japan,$8.10M,N/A
PeerStreet,Seed VC,$6.10M,08/17/2015,N/A,"PeerStreet is an investment platform focused on democratizing access to real estate debt. The company provides investments in short term, real estate backed loans. PeerStreet allows investors to diversify their capital in an asset class that has been traditionally difficult to access. Loans are sourced and curated from vetted private lenders throughout the United States who have real estate knowledge and borrower relationships. The model allows for more borrowers to access capital and improve their local communities, one house at a time.",eCommerce,United States,$125.96M,N/A
SafetyCulture,Series B,$6.10M,09/22/2015,N/A,"SafetyCulture provides a mobile app and platform that puts safety and quality applications into workers' hands. The company creates smart checklists, conducts on-site inspections, analyses data, and shares insights in real-time.",Internet Software & Services,Australia,$222.81M,N/A
"J
Jinhuobao",Series A,$6.03M,12/31/2015,N/A,Operator of an online business to business (B2B) marketplace for fast-moving consumer goods (FMCG).,eCommerce,China,$6.03M,N/A
"W
WeLab",Series A - II,$6.00M,01/06/2015,N/A,"WeLab is a fintech company in Asia with a digital bank in Hong Kong - WeLab Bank. The company operates WeLend in Hong Kong, WeLab Digital, Taoxinji, and Tianmian Lab in China and AWDA, a fintech JV with PT Astra International in Indonesia. The company uses risk management technology to analyze unstructured mobile big data to provide consumer financing solutions for the individual.",Internet Software & Services,Hong Kong,$656.00M,N/A
Harmoney,Series A,$6.00M,01/15/2015,N/A,Harmoney Limited is peer-to-peer lending service that operates by connecting individuals who want to borrow with individuals who want to invest. Harmoney provides unsecured personal loans on a range of terms and competitive interest rates.,eCommerce,New Zealand,$372.49M,N/A
Keaton Row,Series A,$6.00M,01/21/2015,N/A,"Keaton Row, the Future of Personal Styling, is an online social commerce marketplace to connect personal stylists, clients and retailers. Keaton Row makes the luxury and convenience of personal styling accessible to all women and to create an entrepreneurial opportunity for stylists by providing the community and tools to be successful. The company's online platform offers curated styles from hundreds of brands directly through online retail partners including Shopbop, ASOS and Les Nouvelles.",eCommerce,United States,$8.73M,N/A
DesignCrowd,Series B,$6.00M,02/04/2015,N/A,DesignCrowd is an online marketplace that specialises in helping businesses to crowdsource design projects to a network of freelance designers from around the world. Hundreds of thousands of designers participate in design contests launched on the company's platform each year.,eCommerce,Australia,$19.60M,N/A
NVoicePay,Series D,$6.00M,02/09/2015,N/A,"NVoicePay is an AP automation provider that delivers automated accounts payable solutions to its business clients, providing a simple UI that allows customers to electronically pay all of their suppliers.",Internet Software & Services,United States,$24.99M,N/A
StoreKing,Series A,$6.00M,02/10/2015,N/A,StoreKing enables retailers to sell products to walk-in customers without having to invest in working capital stock. This is done by installing kiosks or tablets in small offline shops.,eCommerce,India,$25.00M,N/A
NoRedInk,Series A,$6.00M,02/18/2015,N/A,NoRedInk offers a web-based learning platform that helps students improve grammar and writing skills. The platform offers educational content and practice work.,Internet Software & Services,United States,$59.52M,N/A
Independa,Series B - II,$6.00M,03/10/2015,N/A,"Independa offers technology-enabled independent-living solutions for the elderly. Independa's integrated CloudCare services enable organizations and individuals to cost-effectively help the elderly remain independent longer, safer, and more comfortably.",Internet Software & Services,United States,$23.89M,N/A
Splash,Series A,$6.00M,03/11/2015,N/A,"Splash is a technology company that powers advanced in-person marketing programs for the world's leading brands. More than half of the Fortune 500 use Splash to streamline event marketing execution and optimize performance. From simplifying event asset creation to capturing attendee insights and measuring event impact, Splash enables marketers to reach and connect with target audiences in-person, efficiently scale event programs and connect event-driven engagement to business results.",Internet Software & Services,United States,$14.74M,N/A
Bugcrowd,Series A,$6.00M,03/12/2015,N/A,"Bugcrowd provides Crowdcontrol, which is used by companies to proactively uncover and resolve security bugs in their products - leveraging a vetted community of more than 27,000 security researchers. The company also provides a range of responsible disclosure and managed service options that allow companies to commission a customized security testing program that fits their specific requirements.",Internet Software & Services,United States,$78.65M,N/A
M.Gemi,Series A - II,$6.00M,03/18/2015,N/A,M.Gemi manufactures affordable Italian shoes for international markets.,eCommerce,United States,$81.34M,N/A
Help Scout,Series A,$6.00M,03/18/2015,N/A,"Help Scout, formerly Brightwurks, provides teams with a scalable help desk, while keeping the customer experience simple and personalized. The customer experience is simple and training staff is painless, but Help Scout still has all the powerful features needed to provide great support at scale. With best in-class-reporting, an integrated knowledge base, 50+ integrations and a robust API, Help Scout lets teams focus on customers.",Internet Software & Services,United States,$13.33M,N/A
