Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
BioInformatics,Series B,$21.00M,11/02/2018,N/A,BioInformatics is a market research firm that supports the analytical instrumentation and life science industries.,Internet Software & Services,United States,$27.41M,N/A
"O
OncoHealth",Series B,$21.00M,11/05/2018,N/A,OncoHealth is the creator of a web-based clinical decision support system that provides oncologists with information for optimal use of cancer drugs.,Internet Software & Services,United States,$56.50M,N/A
"P
Putao",Seed VC,$21.00M,12/27/2018,N/A,Putao provides K12 English education services.,Internet Software & Services,China,$43.30M,N/A
"A
Aprila Bank",Series A,$20.97M,01/03/2018,N/A,"Aprila Bank is a digital bank for SMB financing, working capital inside online accounting systems. Customer onboarding takes seconds, financing offers are automatically generated and Aprila uses live accounting data to price risk and predicts outcomes using ML. Transactions are automatically booked in the accounting systems.",Internet Software & Services,Norway,$20.97M,N/A
Zopa,Series G - II,$20.96M,11/08/2018,N/A,"Zopa is a London, UK-based peer-to-peer lending company that directly matches people looking for a low rate loan with investors looking for a higher rate of return.",eCommerce,United Kingdom,$671.93M,N/A
"U
UMG Media",Reverse Merger,$20.94M,02/08/2018,N/A,"UMG Media operates an esports company. The company provides gaming entertainment, live events, and online play for daily tournaments and ladders.",Internet Software & Services,Canada,,N/A
Cosmo Tech,Series A,$20.87M,09/11/2018,N/A,"Cosmo Tech, formerly The CoSMo Company, is a provider of decision management solutions that augment intelligence by combining human expertise with complex systems modeling.",Internet Software & Services,France,$24.24M,N/A
Linkfluence,Series C,$20.87M,10/01/2018,N/A,"Linkfluence is a social media intelligence company in Europe, offering a unique approach to monitor, analyze, and activate social media. Linkfluence's Radarly software package and associated services track and analyze more than 110 million publications and monitor more than 300 million sources in 60 different languages each day. Radarly provides crucial insights for marketing, communication and digital directors as well as community managers to make sense of the social web.On March 16th, 2021, Linkfluence was acquired by Meltwater at a valuation of $59.59M.",Internet Software & Services,France,$51.93M,N/A
StyleShare,Series C,$20.62M,03/15/2018,N/A,"StyleShare is a style networking service that connects fashionistas through user-generated fashion photos. Fashion lovers can share daily fashion snaps and information about fashion items/styles by clicking on specific items directly in the photo.On May 17th, 2021, StyleShare was acquired by MUSINSA. The terms of the transaction were not disclosed.",Internet Software & Services,South Korea,$57.55M,N/A
Marketing Evolution,Series B,$20.60M,02/06/2018,N/A,"Marketing Evolution provides marketing measurement and optimization solutions that increase campaign performance, sales, and engagement. Leveraging patented technology and data, its person-centric approach provides marketers with insights to prospectively recommend media, message, and budget allocation.",Internet Software & Services,United States,$66.19M,N/A
Restaurant365,Series A,$20.38M,01/10/2018,N/A,Restaurant365 provides a restaurant-specific accounting and back-office software platform that alleviates the significant burdens placed on restaurant operators – allowing concepts to operate more efficiently and profitably in a digital world.,Internet Software & Services,United States,$135.38M,N/A
"T
Tuanche",IPO,$20.28M,11/20/2018,N/A,Tuanche is an omni-channel automotive marketplace in China that offers integrated marketing solutions and virtual dealership services.,eCommerce,China,,N/A
Payfazz,Series B,$20.00M,01/03/2018,N/A,"Sigma offers a cloud-hosted data analytics platform. Sigma’s spreadsheet-like frontend supports upwards of 10 billion rows, with formulas, calculations, and definitions that transform data from any source.",Internet Software & Services,United States,$73.00M,N/A
DISCO,Series D,$20.00M,01/05/2018,N/A,"DISCO is a legal technology company that applies artificial intelligence and cloud computing to legal problems to support lawyers and legal teams in improving legal outcomes for their clients. Its e-discovery solution is used by corporate legal departments, law firms, and government agencies for compliance, disputes, and investigations.",Internet Software & Services,United States,$233.57M,N/A
Razorpay,Series B,$20.00M,01/09/2018,N/A,"Razorpay is a payments solution that allows businesses to accept, process and disburse payments with its product suite. It gives users access to all payment modes including credit card, debit card, netbanking, UPI and popular wallets including JioMoney, Mobikwik, Airtel Money, FreeCharge, Ola Money and PayZapp.",Internet Software & Services,India,$366.62M,N/A
Springbuk,Series B,$20.00M,01/22/2018,N/A,"Springbuk is a population health solution for employers, brokers and onsite clinics. Springbuk's cloud-based health intelligence platform combines medical claims, pharmacy, biometric, payroll and activity data for accurate and timely insights. This intelligence allows employers to measure health programs, identify at-risk members and engage with confidence.",Internet Software & Services,United States,$46.32M,N/A
"T
The Good Stuff",Series B,$20.00M,01/21/2018,N/A,"The Good Stuff is a community-based eCommerce startup that makes products and services accessible to middle-class Chinese consumers. Its curators search the world for offerings, from good farmers and artisanal producers; select their favorites; share them with the people around them; and earn a commission for the value they produce.",eCommerce,China,$73.00M,N/A
"G
GLMX Technologies",Series B,$20.00M,01/26/2018,N/A,"GLMX is an independent financial technology company that provides an intuitive, comprehensive, integrated global money market trading solution for institutional participants. The goal of GLMX is to be a leader in technology, to maximize trade lifecycle efficiency and reporting and to improve client access to market liquidity.",Internet Software & Services,United States,$25.31M,N/A
Quizlet,Series B,$20.00M,02/06/2018,N/A,Quizlet offers study tools and applications that are used by learners and teachers every day worldwide.,Internet Software & Services,United States,$62.00M,N/A
Vivino,Series C,$20.00M,02/14/2018,N/A,"Vivino is an online platform for wine lovers to discover, rate and share wines tasted. It also allows users to take photos of wine labels using its mobile application. The images are then matched against a database of wines to return the respective wine's producer, brand, name, varietals and vintage.",Internet Software & Services,United States,$211.30M,N/A
"C
Capillary Technologies",Series D,$20.00M,02/21/2018,N/A,"Capillary Technologies offers a cloud-based platform that powers end-to-end customer engagement, loyalty, and social CRM solution serving consumers primarily in Asia, including India, South East Asia, China, and the Middle East. Capillary Technologies' solution combines frictionless consumer enrollment, back-end analytics, and campaign management to drive consumer engagement across every major channel, including in-store, mobile, e-mail, and social.",Internet Software & Services,Singapore,$99.00M,N/A
"K
Kaochong",Series C,$20.00M,03/05/2018,N/A,"Kaochong is an online education platform that offers English test preparation classes for the College English Test (CET), IELTS, TOEFL, and other English language proficiency exams.",Internet Software & Services,China,$83.00M,N/A
Capitolis,Series A,$20.00M,03/06/2018,N/A,"Capitolis is a SaaS platform driving financial resource optimization for capital markets. The company's platform enables financial institutions to optimize their balance sheets, creating a fairer, safer, and healthier marketplace. Financial institutions, including banks, hedge funds, and asset managers, leverage the company's technology to bring their services to market and achieve high levels of return while using the most appropriate amounts of their financial resources.",Internet Software & Services,United States,$171.84M,N/A
