Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"Q
Qishu Youyu",Seed VC - II,$5.48M,10/23/2016,N/A,"Qishu Youyu is an internet film and television company that invests in and operates online movies, online dramas, and short videos. The company produces online movies. It is based in Beijing, Beijing.",Internet Software & Services,China,$5.48M,N/A
Adyoulike,Series A,$5.47M,10/24/2016,N/A,"Adyoulike offers a solution that turns old classic Captchas into advertising Captchas asking users to retype brand messages instead of illegible characters. The company is trying to upgrade its offering by bringing to Europe the ""Native Advertising"" concept, which aims to integrate the ad directly into the editorial content, enabling it to emerge in a context that makes it easy the sharing and user experience.",Internet Software & Services,France,$7.23M,N/A
"T
Try Technologies",Series A,$5.46M,06/22/2016,N/A,"Try Technologies, formerly Shop Like A Man, allows consumers to try any clothes at home from any ecommerce store before buying.",eCommerce,United States,$7.78M,N/A
Oxatis,Series D,$5.46M,10/20/2016,N/A,"Oxatis has developed a SaaS platform for the creation and administration of merchant websites targeting SMEs. It offers a broad range allowing for the management of all services needed to set up and run an e-commerce website, including online software, shopping baskets, hosting, secure payment, order management, inventory management, domain names and links to the main market players",eCommerce,France,$18.73M,N/A
AB Tasty,Series A,$5.44M,02/29/2016,N/A,"AB Tasty is a conversion rate optimization SaaS provider that powers enterprise companies to boost online sales by allowing marketers to understand customers and act on this insight. With AB Tasty's advanced personalization and testing technology, clients can create experiments in real-time and evaluate the effectiveness of different website configurations, ultimately leading to increased sales.",Internet Software & Services,France,$63.54M,N/A
OpenDataSoft,Series A,$5.44M,10/24/2016,N/A,"OpenDataSoft develops a turnkey SaaS platform designed for smart and easy transformation of all types of data into innovative services (APIs, data visualizations, real-time monitoring). Its mission: make it easier for business users to publish, share and reuse data.",Internet Software & Services,France,$7.10M,N/A
"K
KUANDD",Series A,$5.43M,03/01/2016,N/A,"KUANDD, is a B2B platform that offers jewelry supply chain services, business intelligence & analytics, performance management, enterprise services, and more.",Internet Software & Services,China,$49.30M,N/A
"Y
Yanolja",Series B - II,$5.42M,08/01/2016,N/A,Yanolja is an O2O platform for hotel accommodations.,eCommerce,South Korea,"$2,035.80M",N/A
Levyx,Series A,$5.40M,04/28/2016,N/A,Levyx's technology aims to transform the economics of real-time processing large-scale data sets. Levyx's Helium product enables radical reductions in the amount of supporting infrastructure that is typically needed to process large volumes of data. Levyx makes the massive data processing power that was usually reserved for web-scale companies and makes it accessible to the masses.,Internet Software & Services,United States,$5.40M,N/A
Oribi,Seed VC,$5.40M,06/02/2016,N/A,"Oribi develops analytics tools for business intelligence, mostly for those working in product and sales. Oribi is developing an analytics system that is specialized for product and marketing individuals and can automatically identify the main action the user does on the website or while using the product. The company also allows users to extract complex information visually.",Internet Software & Services,Israel,$27.90M,N/A
Finrise,Seed VC,$5.40M,10/19/2016,N/A,"Finrise is simplifying the way patients pay for out-of-pocket healthcare services. Through Finrise, patients get their out-of-pocket bills pain on loan terms that they understand, directly in the doctor's office.",Internet Software & Services,United States,$5.52M,N/A
ChowNow,Series A - V,$5.38M,05/27/2016,N/A,"ChowNow is an online ordering platform that aims to provide restaurants with an easy way to offer online ordering to customers via either Facebook pages, branded mobile apps for iPhone and iPad or existing web sites. With ChowNow's offering, restaurants can individually customize and brand ordering apps.",eCommerce,United States,$63.75M,N/A
Vennli,Series A,$5.36M,06/02/2016,N/A,"Vennli is the content intelligence platform that helps marketers be more relevant to customers in messaging, content strategy and marketing communications.",Internet Software & Services,United States,$13.44M,N/A
"H
HonestFund",Series A,$5.36M,09/21/2016,N/A,"HonestFund is a P2P (peer to peer) loan service platform that directly connects borrowers to lenders without banking institutions. HonestFund provides individuals and institutional investors access to alternative investment opportunities across a wide range of asset classes, such as residential/commercial real estate, infrastructure financing, and unsecured personal loans.",eCommerce,South Korea,$29.11M,N/A
Eastwind Networks,Seed VC - II,$5.33M,06/16/2016,N/A,"Eastwind Networks is a cloud-based breach detection solution that aims to protect government agencies and enterprise organizations from cyber threats that bypass traditional security measures. Eastwind Breach Detection monitors the entire network, not just the sources, looking at the raw data and providing more context with which to make decisions and flag threats.",Internet Software & Services,United States,$6.53M,N/A
Unifly,Series A,$5.32M,11/21/2016,N/A,Unifly provides Unmanned Traffic Management and Drone Operations Management Software.,Internet Software & Services,Belgium,$42.62M,N/A
ThreatBook,Series A,$5.31M,06/13/2016,N/A,"ThreatBook is a security threat intelligence company that is dedicated to providing real-time, accurate and actionable threat intelligence to block, detect and prevent attacks on the internet.",Internet Software & Services,China,$146.73M,N/A
SnapMD,Series A,$5.30M,01/27/2016,N/A,"SnapMD's VCM technology is a cloud-based telemedicine platform offered as a SaaS solution that connects patients directly with their health care providers. SnapMD helps health care providers increase and extend access to care, while aligning patient needs with the most appropriate and cost effective provider.On December 12, 2019, SnapMD was acquired by VirTrial. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$20.88M,N/A
Twiggle,Series A - II,$5.30M,05/31/2016,N/A,"Twiggle is applying a variety of techniques from machine learning, natural language processing, and data mining to create automated responses to online shopping questions.",Internet Software & Services,Israel,$35.00M,N/A
Flyrobe,Series A,$5.30M,08/31/2016,N/A,"Flyrobe is an online apparel rental firm. Flyrobe is an on-demand apparel rental platform that provides premium designer wear and branded outfits on rent.On November 27, 2019, Flyrobe was acquired by Rent It Bae at a valuation of $8.4M.",eCommerce,India,$10.65M,N/A
