Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"D
Deepexi",Series A - III,$15.00M,11/03/2020,N/A,"Deepexi focuses on the application of big data and AI technology in providing retail, manufacturing and customer marketing services.",Internet Software & Services,China,$254.17M,N/A
Investree,Series C - II,$15.00M,11/13/2020,N/A,Investree is an online peer-to-peer marketplace that connects lenders with borrowers - those that want to invest their money to get returns and those who need funds for personal use or businesses. The company offers lending solutions for both business financing and employee loans.,eCommerce,Indonesia,$42.75M,N/A
Trust & Will,Series B,$15.00M,11/17/2020,N/A,"Trust & Will seeks to modernize the estate planning industry with an easy, fast, and secure way to set up a trust and will online.",Internet Software & Services,United States,$23.03M,N/A
"B
BeyondMinds",Series A,$15.00M,11/19/2020,N/A,BeyondMinds creates an AI engine that solves real-world business problems with AI.,Internet Software & Services,Israel,$15.00M,N/A
"V
vivenu",Series A,$15.00M,12/01/2020,N/A,"vivenu offers e-commerce and POS solutions for the entire event value chain that enable customers and their team to market, sell, and evaluate tickets easily.",eCommerce,Germany,$65.00M,N/A
CounterTack,Series E - II,$15.00M,12/01/2020,N/A,"CounterTack+GoSecure is a provider of Predictive Endpoint Detection and Response, Next Gen Antivirus and Insider Threat Detection, which meets Gartner's updated definition for Endpoint Protection Platform (EPP) for the enterprise. The Platform delivers multi-vector detection, prevention, and response by applying a unique combination of behavioral analysis, memory forensics, machine learning, and reputational techniques to counter advanced threats. Powered by the Platform, CounterTack+GoSecure also offers a full spectrum of managed cybersecurity services, integrating EDR, SIEM, NextGen ﬁrewalls, IPS, vulnerability assessment and patch management. Its Advanced Response Centre (ARC) provides Threat Hunting, Active Threat Mitigation and Incident Response services.",Internet Software & Services,United States,$133.13M,N/A
"S
Shop-Ware",Series A,$15.00M,12/03/2020,N/A,"Shop-Ware delivers professional-grade innovation to independent automotive service providers via an enterprise-grade SaaS platform for shop management. Features include fully digital, cloud-based repair orders with native vehicle inspections, rich media, and customer live chat; real-time shop workflow and “expeditor” dispatch; native parts allocation and tracking for each job in progress; parts gross-profit “optimizer” that automatically seeks and attains a parts GP target; advanced analytics across unlimited repair facilities, etc.",Internet Software & Services,United States,$15.00M,N/A
"L
Love & Live",Angel,$15.00M,12/04/2020,N/A,"Love & Live is an online marketplace for clothes, shoes, accessories of Ukrainian brands.",eCommerce,Ukraine,$15.00M,N/A
"L
Lukka",Series C,$15.00M,12/07/2020,N/A,"Lukka is a software company that delivers middle and back office solutions for the crypto asset ecosystem. Lukka provides a system of record that automates and optimizes accounting, audit, and tax processes for funds, fund administrators, exchanges, trading operations, and enterprises. These solutions ensure real-time visibility to crypto transaction activity and holdings for institutions that require highly scalable and secure reporting, compliance, and control solutions.",Internet Software & Services,United States,$97.30M,N/A
"H
HashData",Series A - III,$15.00M,12/09/2020,N/A,"HashData is a cloud data warehouse service provider, committed to providing a fully managed, PB-level data warehouse as a service.",Internet Software & Services,China,$15.00M,N/A
"F
Flywheel",Series B,$15.00M,12/15/2020,N/A,"Flywheel provides a research data platform that works with biomedical and imaging data that are managed at life sciences, clinical, and academic institutions globally. Flywheel provides a comprehensive research data solution with all the tools needed for curation, image processing, machine learning workflows, and secure collaboration.",Internet Software & Services,United States,$51.74M,N/A
"P
PagarBook",Series A - II,$15.00M,12/17/2020,N/A,PagarBook is an employee management platform for human capital.,Internet Software & Services,India,$22.00M,N/A
"B
Bambee",Series B,$15.00M,12/17/2020,N/A,Bambee allows businesses to hire an HR manager and have access to a suite of HR tools including HR and legal documents specifically for the business location and industry.,Internet Software & Services,United States,$18.00M,N/A
"L
Luminary Cloud",Series A,$15.00M,12/22/2020,N/A,Luminary Cloud is a technology startup focused on innovations in high-performance computing for industrial R and D.,Stealth Mode,United States,$15.00M,N/A
"F
Floyd",Series B,$15.00M,04/27/2020,N/A,Floyd is a direct-to-consumer furniture brand.,eCommerce,United States,$20.98M,N/A
"I
Imprint",Seed VC,$15.00M,08/15/2020,N/A,"Imprint allows brands to launch their own branded payment and reward products. Imprint aims to partner with businesses to provide customers with branded reward cards. Those cards function similarly to debit cards in that the user does not have to complete a credit check or pay interest or fees, and their balance decreases over time as they spend. Per the firm, a client gets access to a rewards or incentive program at the same time, and brands can own the payment method and reduce their cost to process payments.",Internet Software & Services,United States,$53.00M,N/A
Carevive Systems,Series B,$14.96M,02/13/2020,N/A,"Carevive Systems is an oncology-focused health technology company focused on understanding and improving the cancer patient experience. The platform enables providers to deliver quality cancer care, and patients to be more engaged in their care. The use of Carevive in the clinic unlocks critical data on the real-world cancer patient experience to continuously improve patient care today and provide better access to novel therapies in the future.",Internet Software & Services,United States,$40.89M,N/A
"D
Damalu",Series B,$14.95M,10/30/2020,N/A,Damalu is an intelligent logistics distribution service provider.,Internet Software & Services,China,$14.95M,N/A
SendCloud,Series B - II,$14.95M,11/17/2020,N/A,SendCloud operates a system that allows web stores to automate the shipping and return process for packages worldwide.,Internet Software & Services,Netherlands,$199.76M,N/A
Lendify,Series D,$14.90M,04/21/2020,N/A,"Lendify operates an online credit marketplace that enables people to borrow and lend money from each other – without the involvement of banks or credit card companies. By cutting out the middlemen and bypassing many of the traditional banking costs Lendify is able to provide affordable rates for borrowers and attractive returns for investors.On April 20th, 2021, Lendify was acquired by Lunar. The terms of the transaction were not disclosed.",eCommerce,Sweden,$495.08M,N/A
"P
PurePlay Skin Sciences",Series B,$14.86M,11/26/2020,N/A,"PurePlay Skin Sciences is a retailer of Plum and Phy skincare products. The brand retails natural beauty products such as facial washes and scrubs, cleansers, shampoos, face masks, and kohl pencil. The brand is also vegan and cruelty-free.",eCommerce,India,$14.98M,N/A
"A
AddNewer",Series B,$14.82M,10/13/2020,N/A,AddNewer provides a programmatic platform for advertising. The company offers an overlay transport virtualization (OTV) advertising optimization platform. It aims to help with campaign effectiveness and bridging data management platform (DMP) application scenarios.,Internet Software & Services,China,$23.83M,N/A
